time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010457550000	-7.67794	-3.99152	5.16307	4.09804	-0.216903	radar	0.457581	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83069	-4.21717	5.18	4.09111	-0.210958	lidar	0.4627	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98136	-4.43421	5.1848	4.08445	-0.203558	radar	0.391693	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14004	-4.66855	5.21201	4.08052	-0.194146	lidar	1.23506	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.2769	-4.88127	5.18482	4.08985	-0.149868	radar	2.5778	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40773	-5.10249	5.18415	4.0939	-0.133831	lidar	0.300805	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55236	-5.28338	5.13697	4.08887	-0.117932	radar	4.28414	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74565	-5.47747	5.14805	4.06225	-0.146468	lidar	1.64151	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90226	-5.67941	5.13989	4.05718	-0.13859	radar	0.412206	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06138	-5.8666	5.12704	4.04428	-0.147015	lidar	0.257251	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19696	-6.03977	5.07183	4.04465	-0.125013	radar	7.01811	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3854	-6.14643	5.00918	3.99606	-0.184225	lidar	6.10276	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5579	-6.33262	5.00678	3.9853	-0.183421	radar	0.882286	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69855	-6.53854	5.00824	3.993	-0.160138	lidar	0.360905	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92251	-6.69269	5.02611	3.94723	-0.217825	radar	6.68846	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1296	-6.84971	5.027	3.91593	-0.245846	lidar	0.564937	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3144	-7.01112	5.02463	3.89596	-0.258622	radar	1.10014	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5445	-7.18049	5.05389	3.86542	-0.281913	lidar	3.08536	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7524	-7.31981	5.04899	3.83405	-0.307128	radar	1.96153	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9976	-7.47184	5.07806	3.79783	-0.334632	lidar	3.13144	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1893	-7.61248	5.05372	3.78046	-0.335181	radar	1.37008	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3376	-7.77304	5.02159	3.7876	-0.303874	lidar	3.6044	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5366	-7.89967	4.99847	3.76417	-0.315397	radar	2.02134	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7206	-8.00595	4.9582	3.73919	-0.329898	lidar	3.65613	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9209	-8.11878	4.9148	3.71418	-0.342068	radar	2.45694	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.139	-8.20765	4.89704	3.6753	-0.372643	lidar	0.939764	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3625	-8.33015	4.92779	3.65443	-0.373158	radar	2.25947	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.568	-8.41083	4.89762	3.62175	-0.393812	lidar	2.26276	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7833	-8.491	4.86011	3.5862	-0.420226	radar	2.12852	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0542	-8.57655	4.89603	3.54331	-0.447671	lidar	3.19541	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3001	-8.6716	4.92582	3.51924	-0.444859	radar	2.46149	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5217	-8.71873	4.9	3.47947	-0.470199	lidar	2.05745	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7515	-8.7474	4.85796	3.42552	-0.522465	radar	3.89885	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9687	-8.86747	4.86391	3.43012	-0.480935	lidar	1.01711	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.212	-8.96046	4.90369	3.4261	-0.440005	radar	2.8116	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4286	-9.07917	4.90236	3.43399	-0.400409	lidar	0.776529	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6599	-9.14765	4.89413	3.41299	-0.404733	radar	0.266528	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9396	-9.14207	4.91839	3.35054	-0.459038	lidar	1.63155	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1932	-9.2174	4.94103	3.34072	-0.437892	radar	4.49848	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4476	-9.34064	4.97054	3.35562	-0.387386	lidar	5.3489	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6949	-9.36571	4.95431	3.3148	-0.428107	radar	1.92548	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9467	-9.45569	4.97142	3.31747	-0.395288	lidar	2.13374	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2007	-9.46027	4.9661	3.2728	-0.436041	radar	2.276	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4522	-9.4529	4.96676	3.23175	-0.461227	lidar	0.470275	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6787	-9.44462	4.93547	3.19149	-0.493637	radar	5.20886	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9553	-9.43305	4.96544	3.15377	-0.508296	lidar	1.32452	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2038	-9.4994	4.97656	3.16874	-0.444817	radar	7.9969	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4615	-9.52019	4.9867	3.15425	-0.434123	lidar	0.517173	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7192	-9.50753	4.98987	3.12007	-0.458142	radar	1.69045	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.973	-9.47491	4.99566	3.08508	-0.473161	lidar	0.175836	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2198	-9.43202	4.98848	3.04162	-0.50986	radar	0.660882	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4298	-9.47753	4.94338	3.05216	-0.467732	lidar	2.51631	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6673	-9.46447	4.93895	3.04056	-0.444017	radar	1.69829	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9148	-9.45917	4.93869	3.02907	-0.430493	lidar	0.271091	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1466	-9.41926	4.93048	3.0072	-0.4248	radar	3.98324	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3885	-9.30016	4.94287	2.94637	-0.473883	lidar	2.92011	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.624	-9.21841	4.93705	2.89922	-0.517146	radar	1.07793	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8701	-9.09821	4.95795	2.84682	-0.548689	lidar	1.14469	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1062	-8.99768	4.96595	2.8101	-0.555895	radar	4.89781	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2985	-9.11648	4.86552	2.87012	-0.457092	lidar	15.6692	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5385	-9.07225	4.86693	2.86191	-0.433479	radar	1.52884	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7579	-8.97979	4.86102	2.82887	-0.447951	lidar	0.738406	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9988	-8.89666	4.87189	2.8014	-0.459115	radar	2.3187	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1983	-8.82711	4.83799	2.78159	-0.457806	lidar	1.68942	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4313	-8.73533	4.84471	2.75247	-0.473661	radar	1.81008	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6305	-8.70754	4.7942	2.7546	-0.445783	lidar	2.54593	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8245	-8.54992	4.78506	2.67872	-0.547763	radar	6.52684	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0278	-8.47685	4.75979	2.66558	-0.532226	lidar	0.669943	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2385	-8.36583	4.7636	2.64837	-0.506048	radar	1.95598	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4646	-8.27735	4.76728	2.63709	-0.488864	lidar	1.07123	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6586	-8.1522	4.757	2.60172	-0.511982	radar	1.03585	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8787	-7.93319	4.82432	2.54167	-0.548013	lidar	4.71294	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0695	-7.77943	4.82302	2.48959	-0.606645	radar	3.26639	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2888	-7.61411	4.85935	2.45925	-0.603485	lidar	1.97746	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4895	-7.47767	4.86284	2.45715	-0.540394	radar	1.96147	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6569	-7.33067	4.84103	2.42924	-0.543431	lidar	0.747888	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8473	-7.17311	4.84816	2.41172	-0.520608	radar	0.928929	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.015	-7.06999	4.79794	2.40366	-0.504438	lidar	2.44815	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1815	-6.88713	4.80351	2.3641	-0.530561	radar	1.87876	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3346	-6.64863	4.8401	2.31164	-0.557405	lidar	2.98725	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5017	-6.47227	4.84129	2.27801	-0.57952	radar	3.42891	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6066	-6.31781	4.77947	2.24535	-0.589229	lidar	5.64041	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.748	-6.12661	4.77794	2.21496	-0.588349	radar	0.316931	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9258	-5.93318	4.80508	2.19602	-0.573925	lidar	2.52906	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0565	-5.72886	4.80665	2.16688	-0.567677	radar	1.85583	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1907	-5.55382	4.78653	2.14586	-0.561128	lidar	0.462328	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3448	-5.36836	4.78917	2.14383	-0.506981	radar	1.30846	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4859	-5.15315	4.80912	2.11973	-0.503876	lidar	0.519738	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6195	-4.97125	4.79371	2.11889	-0.45012	radar	6.3011	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7366	-4.79366	4.76493	2.10123	-0.446834	lidar	0.72163	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8568	-4.58732	4.76595	2.08309	-0.435712	radar	0.156066	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9668	-4.35449	4.78572	2.05457	-0.442025	lidar	0.450527	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0738	-4.13446	4.79147	2.00434	-0.521066	radar	11.2486	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1604	-3.86513	4.83399	1.96414	-0.534372	lidar	2.08642	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2331	-3.63037	4.83738	1.90792	-0.607429	radar	3.44079	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2596	-3.36534	4.84821	1.854	-0.633201	lidar	4.4453	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3091	-3.12448	4.85057	1.80723	-0.666429	radar	0.361784	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3326	-2.88397	4.84218	1.76304	-0.679284	lidar	1.32514	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3925	-2.65726	4.83558	1.74385	-0.650543	radar	1.50226	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4714	-2.48382	4.78351	1.73389	-0.63057	lidar	5.81658	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.528	-2.24858	4.78661	1.72149	-0.587954	radar	1.10295	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5788	-2.04388	4.75856	1.7019	-0.579656	lidar	1.36683	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6106	-1.80571	4.75903	1.68563	-0.543924	radar	2.00293	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6078	-1.56092	4.76079	1.64789	-0.55553	lidar	1.09506	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6044	-1.32765	4.75492	1.60329	-0.594074	radar	1.69587	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6075	-1.10014	4.7439	1.57373	-0.594785	lidar	0.10279	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6375	-0.871391	4.73956	1.56064	-0.569364	radar	5.21829	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6481	-0.627539	4.74978	1.53812	-0.561927	lidar	0.458694	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6349	-0.3873	4.75665	1.49793	-0.596077	radar	2.19895	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5883	-0.110222	4.79818	1.45774	-0.604632	lidar	2.53498	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5691	0.127524	4.80035	1.42834	-0.610313	radar	1.74763	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5456	0.40446	4.84485	1.40357	-0.600565	lidar	1.90514	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5342	0.642226	4.84	1.39813	-0.550341	radar	1.76405	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.528	0.914566	4.8776	1.38627	-0.530176	lidar	3.32203	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4908	1.16745	4.88565	1.38292	-0.468344	radar	7.04969	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4354	1.40954	4.88916	1.35702	-0.470871	lidar	0.0801785	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.396	1.63328	4.86964	1.34554	-0.444985	radar	8.00732	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.342	1.85524	4.85337	1.32358	-0.445553	lidar	0.22742	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2729	2.08592	4.85228	1.29236	-0.46715	radar	0.307496	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2106	2.29282	4.82357	1.26978	-0.467716	lidar	0.722383	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1476	2.52326	4.81927	1.26029	-0.43383	radar	0.626186	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0705	2.76233	4.83095	1.23915	-0.432651	lidar	0.111868	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.974	2.98362	4.83495	1.19151	-0.499173	radar	3.08983	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8751	3.24789	4.88056	1.16831	-0.495032	lidar	1.71641	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7924	3.47541	4.88216	1.14782	-0.493698	radar	2.13166	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6856	3.68453	4.87037	1.12029	-0.497503	lidar	0.154506	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5685	3.89343	4.86499	1.08805	-0.512067	radar	1.11389	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4988	4.08772	4.82992	1.07584	-0.49882	lidar	3.71975	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3751	4.29217	4.8261	1.04618	-0.507131	radar	0.615081	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.216	4.50367	4.84349	1.00913	-0.519452	lidar	2.02195	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0656	4.70209	4.83979	0.987485	-0.49286	radar	8.99055	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9463	4.89951	4.83033	0.9679	-0.487629	lidar	0.436271	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7901	5.09106	4.83139	0.938013	-0.491358	radar	2.31736	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6239	5.29696	4.85389	0.90901	-0.495153	lidar	0.920842	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4519	5.47276	4.85767	0.862069	-0.543542	radar	0.900159	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2644	5.64463	4.86131	0.823909	-0.555911	lidar	1.22274	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0981	5.80778	4.85318	0.78666	-0.579995	radar	3.12194	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9228	5.9699	4.84748	0.755413	-0.582965	lidar	0.041616	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7788	6.16338	4.83311	0.773861	-0.474649	radar	4.89661	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6102	6.32203	4.82219	0.749782	-0.475776	lidar	0.124293	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.46	6.50299	4.81338	0.751367	-0.425148	radar	1.76602	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2439	6.70612	4.8738	0.730374	-0.421338	lidar	4.19611	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0469	6.85079	4.86611	0.705357	-0.417864	radar	5.5081	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.837	7.01787	4.89139	0.681269	-0.420301	lidar	1.10044	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6246	7.15053	4.89471	0.641593	-0.454695	radar	1.62882	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.439	7.29972	4.89044	0.623584	-0.449438	lidar	0.264366	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2116	7.41777	4.9079	0.566283	-0.526651	radar	2.71444	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0312	7.58107	4.91397	0.558055	-0.50533	lidar	2.14121	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8483	7.75161	4.91307	0.570054	-0.431902	radar	5.72584	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6414	7.89537	4.92231	0.553256	-0.425785	lidar	0.11712	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4492	8.0331	4.91184	0.545054	-0.401693	radar	1.52762	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.216	8.08172	4.87432	0.493665	-0.440188	lidar	4.50191	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0236	8.24372	4.87036	0.517568	-0.343983	radar	6.1238	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8452	8.39725	4.86635	0.520256	-0.320508	lidar	2.95032	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6057	8.50116	4.88919	0.478753	-0.374517	radar	4.58136	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3625	8.63053	4.9233	0.461448	-0.371679	lidar	1.40803	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1618	8.7674	4.91258	0.473862	-0.307041	radar	1.55707	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9597	8.87471	4.89582	0.460841	-0.304801	lidar	0.558687	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7566	9.00211	4.88457	0.46956	-0.253707	radar	1.15246	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5318	9.07705	4.86901	0.443067	-0.27032	lidar	0.815387	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2934	9.18015	4.89029	0.419064	-0.294682	radar	4.45663	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0148	9.26062	4.92889	0.38771	-0.313375	lidar	6.10211	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7949	9.34688	4.92038	0.368491	-0.323426	radar	1.68941	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5446	9.4434	4.94457	0.352517	-0.322576	lidar	0.7925	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2808	9.46732	4.95687	0.286624	-0.41886	radar	6.04154	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0019	9.58419	5.02141	0.278504	-0.401574	lidar	3.91497	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7591	9.67318	5.0224	0.280492	-0.351817	radar	2.90867	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4906	9.77776	5.06664	0.274033	-0.336805	lidar	1.78134	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2457	9.84912	5.07156	0.256805	-0.341059	radar	0.518959	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9798	9.97106	5.11926	0.261257	-0.313632	lidar	2.26746	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7282	10.0323	5.12316	0.242499	-0.319628	radar	0.128375	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4799	10.1446	5.14593	0.247827	-0.293575	lidar	1.64561	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2269	10.2062	5.1531	0.228225	-0.30748	radar	0.667581	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9819	10.2427	5.13869	0.205557	-0.316467	lidar	0.235284	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7347	10.3076	5.13547	0.201631	-0.29246	radar	0.245418	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4998	10.3143	5.10179	0.171332	-0.31191	lidar	1.1886	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2149	10.3243	5.13925	0.121801	-0.383587	radar	8.13324	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9531	10.3829	5.15677	0.114198	-0.369208	lidar	0.48972	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7043	10.4256	5.13445	0.124416	-0.297116	radar	6.49356	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4509	10.3995	5.11486	0.0863509	-0.325956	lidar	1.91955	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
