time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010466550000	-14.1908	10.4258	5.11916	0.0758376	-0.312732	radar	0.653747	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8996	10.5697	5.19326	0.111565	-0.247385	lidar	8.66136	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6425	10.6356	5.18954	0.132314	-0.178155	radar	1.96246	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3851	10.6413	5.18233	0.111953	-0.192199	lidar	0.505273	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1226	10.6654	5.18917	0.097406	-0.203527	radar	0.296047	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8674	10.7625	5.20542	0.117451	-0.167092	lidar	3.90886	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6038	10.8127	5.214	0.120898	-0.146791	radar	1.38308	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3572	10.7878	5.18696	0.0917045	-0.172776	lidar	1.87501	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0978	10.828	5.18749	0.0977112	-0.142073	radar	0.492936	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8489	10.8943	5.18834	0.107873	-0.121556	lidar	1.84052	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5745	10.9122	5.20508	0.0951218	-0.13335	radar	2.80463	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3369	10.9324	5.18168	0.0879019	-0.13388	lidar	0.731543	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0736	10.8582	5.18969	0.00151444	-0.300813	radar	9.98565	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7872	10.8261	5.2117	-0.0265255	-0.315981	lidar	2.88425	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5312	10.8229	5.20688	-0.0380192	-0.307487	radar	0.165535	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2915	10.8196	5.18698	-0.049672	-0.303364	lidar	0.934889	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0368	10.8823	5.17081	-0.00197622	-0.172884	radar	6.77727	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77853	10.9274	5.17845	0.00858416	-0.149168	lidar	1.87749	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.5378	10.9137	5.15536	-0.00277314	-0.150398	radar	4.09462	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.27974	10.9374	5.15985	-3.62208e-05	-0.138033	lidar	0.562433	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02733	10.9218	5.14889	-0.00806901	-0.130982	radar	2.73904	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76744	10.95	5.1563	-0.0021627	-0.116197	lidar	0.831979	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.51939	10.9109	5.14042	-0.0227055	-0.132774	radar	6.65822	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.32998	10.8408	5.05889	-0.0543848	-0.161814	lidar	6.62592	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.07379	10.858	5.0604	-0.0394128	-0.11641	radar	1.2641	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76615	10.8892	5.12529	-0.0282265	-0.0962952	lidar	4.05919	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50242	10.8911	5.12902	-0.0180564	-0.0591294	radar	1.89164	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23386	10.8753	5.14128	-0.025279	-0.0642434	lidar	0.500415	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98826	10.9129	5.12464	0.008275	0.0129873	radar	3.43906	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
